ADELE_SPRITE | 116.001 | NCAR/EOL/RAF
SBI | 62.315 | Smith, Sharon
SBI | 62.316 | Weingartner, T.
SBI | ML.1246 | Roberts, S.
SBI | ML.1247 | Roberts, S.
SBI | ML.1248 | Gradinger, R. and H. Eicken
SBI | ML.1625 | Flagg, C.
SBI | ML.1626 | NCAR/EOL
SBI | ML.1627 | USCG
SHEBA | 13.101 | Andreas, E., C. Fairall, P. Guest, O. Persson
SHEBA | 13.102 | Andreas, E., et al.
SHEBA | 13.103 | Andreas, E., et al.
SHEBA | 13.104 | Andreas, E., et al.
SHEBA | 13.105 | Andreas, E., et al.
SHEBA | 13.106 | Andreas, E., et al.
SHEBA | 13.107 | Moritz, R.
SHEBA | 13.108 | Moritz, R.
SHEBA | 13.109 | Moritz, R.
SHEBA | 13.112 | Moritz, R.
SHEBA | 13.114 | Andreas, E., C. Fairall, P. Guest, O. Persson
SHEBA | 13.115 | Andreas, E., C. Fairall, P. Guest, O. Persson
SHEBA | 13.116 | Andreas, E., C. Fairall, P. Guest, O. Persson
SHEBA | 13.117 | Andreas, E., C. Fairall, P. Guest, O. Persson
SHEBA | 13.118 | Shupe, M., J. Intrieri, T. Uttal
SHEBA | 13.119 | Orr, B., M. Shupe, T. Uttal
SHEBA | 13.120 | Shupe, M., and T. Uttal
SHEBA | 13.121 | Andreas, E., C. Fairall, P. Guest, O. Persson
SHEBA | 13.122 | Lindsay, R.
SHEBA | 13.123 | Maslanik, J.
SHEBA | 13.124 | Intrieri, J. and B. McCarty
SHEBA | 13.125 | Intrieri, J. and B. McCarty
SHEBA | 13.126 | Sherr, E. and B. Sherr
SHEBA | 13.201 | Moritz, R.
SHEBA | 13.202 | Moritz, R.
SHEBA | 13.203 | Storvold, R.
SHEBA | 13.204 | Storvold, R.
SHEBA | 13.205 | Storvold, R.
SHEBA | 13.301 | Intrieri, J.
SHEBA | 13.302 | Intrieri, J.
SHEBA | 13.310 | Uttal, T.
SHEBA | 13.311 | Uttal, T.
SHEBA | 13.312 | Uttal, T.
SHEBA | 13.313 | Uttal, T.
SHEBA | 13.314 | Uttal, T.
SHEBA | 13.315 | Uttal, T.
SHEBA | 13.316 | Andreas, E., C. Fairall, P. Guest, O. Persson
SHEBA | 13.401 | Univ. Of Alaska, Geophysical Institute
SHEBA | 13.402 | Univ. Of Alaska, Geophysical Institute
SHEBA | 13.403 | Univ. Of Alaska, Geophysical Institute
SHEBA | 13.404 | Univ. of Wisconsin, SSEC
SHEBA | 13.405 | Univ. of Wisconsin, SSEC
SHEBA | 13.406 | Univ. of Wisconsin, SSEC
SHEBA | 13.408 | Univ. of Wisconsin, SSEC
SHEBA | 13.409 | Univ. of Wisconsin, SSEC
SHEBA | 13.410 | Univ. of Wisconsin, SSEC
SHEBA | 13.411 | ARM
SHEBA | 13.412 | NASA/JPL
SHEBA | 13.413 | NSIDC
SHEBA | 13.415 | Holt, B.
SHEBA | 13.416 | Holt, B.
SHEBA | 13.417 | Stern, H.
SHEBA | 13.418 | Stern, H.
SHEBA | 13.419 | Stern, H.
SHEBA | 13.450 | Moritz, R.
SHEBA | 13.451 | Moritz, R.
SHEBA | 13.452 | Moritz, R.
SHEBA | 13.453 | Moritz, R.
SHEBA | 13.454 | Moritz, R.
SHEBA | 13.455 | Moritz, R.
SHEBA | 13.460 | Cota, G., T. Siferd, and L. Pomeroy
SHEBA | 13.501 | National Ice Center
SHEBA | 13.502 | National Ice Center
SHEBA | 13.503 | Moritz, R.
SHEBA | 13.504 | McPhee, M.
SHEBA | 13.505 | ARM
SHEBA | 13.506 | ARM
SHEBA | 13.507 | ARM
SHEBA | 13.508 | ARM
SHEBA | 13.516 | McPhee, M.
SHEBA | 13.517 | Krishfield, R.
SHEBA | 13.518 | Paulson, C.
SHEBA | 13.519 | Paulson, C.
SHEBA | 13.520 | Krishfield, R.
SHEBA | 13.521 | Pegau, W. S.
SHEBA | 13.522 | Pegau, W. S.
SHEBA | 13.523 | Pegau, W. S.
SHEBA | 13.524 | Anderson, R. and J. Morison
SHEBA | 13.525 | Stanton, T.
SHEBA | 13.526 | Melnikov, I.
SHEBA | 13.527 | Stanton, T.
SHEBA | 13.528 | Stanton, T.
SHEBA | 13.529 | McPhee, M.
SHEBA | 13.600 | ADCC
SHEBA | 13.601 | NCAR/RAF
SHEBA | 13.602 | NCAR/RAF
SHEBA | 13.603 | NCAR/RAF
SHEBA | 13.605 | UW/CARG
SHEBA | 13.610 | SHEBA Project Office
SHEBA | 13.611 | SHEBA Project Office
SHEBA | 13.612 | Perovich, D.
SHEBA | 13.701 | NCAR/EOL
SHEBA | 13.702 | NCAR/EOL
SHEBA | 13.703 | NCAR/EOL
SHEBA | 13.704 | NCAR/EOL
SHEBA | 13.705 | NCAR/EOL
SHEBA | 13.706 | NCAR/EOL
SHEBA | 13.708 | Wiley, D.
SHEBA | 13.709 | NCAR/EOL
SHEBA | 13.710 | NCAR/EOL
SHEBA | 13.711 | NCAR/EOL
SHEBA | 13.712 | NCAR/EOL
SHEBA | 13.713 | Steele, M.
SHEBA | 13.720 | Overland, J. E.
SHEBA | 13.721 | Bretherton, C.
SHEBA | 13.722 | Andreas, E., et al.
SHEBA | 13.723 | Andreas, E., et al.
SHEBA | 13.724 | Andreas, E., et al.
SHEBA | 13.725 | Andreas, E., et al.
SHEBA | 13.732 | Pinkel, R.
SHEBA | 13.734 | Andreas, E., et al.
SHEBA | 13.735 | Moritz, R.
SHEBA | 13.736 | Andreas, E., et al.
SHEBA | 13.737 | Andreas, E., et al.
SHEBA | 13.738 | Andreas, E., et al.
SHEBA | 13.740 | ARM
SHEBA | 13.741 | Maslanik, J.
SHEBA | 13.742 | McPhee, M.
SHEBA | 13.743 | Morison, J.
SHEBA | 13.744 | Kadko, D.
SHEBA | 13.745 | Skyllingstad, E.
SHEBA | 13.746 | Bretherton, C.
SHEBA | 13.800 | Morison, J.
SHEBA | 13.801 | Tucker, W. B.
SHEBA | 13.802 | Pinto, J.
SHEBA | 13.803 | Curry, J. et al.
SHEBA | 13.805 | Fowler, C., T. Arbetter, J. Key, J. Maslanik, S. Drobot, R. Kwok
SHEBA | 13.806 | Fowler, C., T. Arbetter, J. Key, J. Maslanik, S. Drobot, R. Kwok
SHEBA | 13.807 | Fowler, C., T. Arbetter, J. Key, J. Maslanik, S. Drobot, R. Kwok
SHEBA | 13.808 | Fowler, C., T. Arbetter, J. Key, J. Maslanik, S. Drobot, R. Kwok
SHEBA | 13.809 | Fowler, C., T. Arbetter, J. Key, J. Maslanik, S. Drobot, R. Kwok
SHEBA | 13.810 | Fowler, C., T. Arbetter, J. Key, J. Maslanik, S. Drobot, R. Kwok
SHEBA | 13.811 | Fowler, C., T. Arbetter, J. Key, J. Maslanik, S. Drobot, R. Kwok
SHEBA | 13.812 | Moritz, R. and H. Stern
SHEBA | 13.813 | Moritz, R. and H. Stern
SHEBA | 13.814 | Kwok, R. and H. Stern
SHEBA | 13.815 | Yu, Y.
SHEBA | 13.816 | Kwok, R.
SHEBA | 13.817 | Horst, T.
SHEBA | 13.818 | Roode, S. and C. Bretherton
SHEBA | 13.819 | JAMSTEC
SHEBA | 13.820 | Grenfell, T.
SHEBA | 13.821 | Grenfell, T.
SHEBA | 13.822 | Richter-Menge J., B. Elder, K. Claffey
SHEBA | 13.823 | Perovich, D., T. Grenfell, B. Light, J. Richter-Menge, T. Tucker, H. Eicken
SHEBA | 13.824 | Perovich, D., J. Richter-Menge, W. Tucker, B. Elder, B. Bosworth
SHEBA | 13.825 | Grenfell, T., and B. Light
SHEBA | 13.826 | Perovich, D., T. Grenfell, B. Light, J. Richter-Menge, T. Tucker
SHEBA | 13.827 | Perovich, D.
SHEBA | 13.828 | Sturm, M., J. Holmgren, D. Perovich, T. Tucker, B. Elder, J. Richter-Menge
SHEBA | 13.829 | Perovich, D. et al.
SHEBA | 13.830 |
SHEBA | 13.831 | Stamnes, K., H. Eide
SHEBA | 13.832 | Miller, E.
SHEBA | 13.833 | Ashjian, C. and R. Campbell
SHEBA | 13.834 | Persson, Ola
SHEBA | 13.835 | NCAR/RAF
SHEBA | 13.836 | NCAR/RAF
SHEBA | 13.837 | Lindsay, R.
SHEBA | 13.838 | Andreas, E., et al.
START08 | 107.001 | Beaton/NCAR/RAF
START08 | 107.002 | NCAR/EOL
START08 | 107.003 | Heymsfield, NCAR/MMM
START08 | 107.004 | NCAR/ACD
START08 | 107.010 | NCAR/EOL
START08 | 107.011 | Bowman/Texas A&M
START08 | 107.012 | Bowman/Texas A&M
START08 | 107.013 | Stephens, NCAR/EOL
START08 | 107.014 | Atlas, U Miami
START08 | 107.015 | Avallone, CU/LASP
START08 | 107.016 | Ballard/Gao, NOAA/CSD
START08 | 107.017 | Weinheimer, NCAR/ACD
START08 | 107.018 | Moore, NOAA
START08 | 107.019 | NCAR/EOL
START08 | 107.020 | Wofsy, Harvard U
START08 | 107.021 | Campos, NCAR /RAF
START08 | 107.022 | Paige/Zondlo
START08 | 107.023 | Bowman/Texas A&M
START08 | 107.024 | Mahoney, JPL; Haggerty, NCAR
START08 | 107.025 | NCAR/EOL
START08 | 107.026 | NCAR/EOL
START08 | 107.027 | NCAR/EOL
START08 | 107.028 | NCAR/EOL
START08 | 107.029 | Bowman/Texas A&M
START08 | 107.030 | Hurst, GMD
START08 | 107.031 | Hurst, GMD
START08 | 107.032 | Hurst, GMD
START08 | 107.033 | Campos, NCAR /RAF
START08 | 107.034 | NCAR/EOL
START08 | 107.035 |
START08 | 107.036 | NCAR/EOL
START08 | 107.037 | NCAR/EOL
START08 | ML.1684 | NCAR/EOL
START08 | ML.1685 | Tilmes/Kinnison/Gettelman]
START08 | ML.1686 | Polvani
START08 | ML.1687 | Zhang
START08 | ML.1688 | ACD
START08 | ML.1689 | Konopka/Hall
START08 | ML.1691 |
START08 | ML.1697 | Stephens, NCAR/EOL
START08 | ML.1699 | Campos/Weinheimer, NCAR/ACD
START08 | ML.1715 |
START08 | ML.1716 |
START08 | ML.1717 |
START08 | ML.1718 | Texas A&M/ACD
START08 | ML.1721 |
START08 | ML.1725 | NCDC
START08 | ML.1726 | NCDC
START08 | ML.2347 |
START08 | ML.2348 |
START08 | ML.2350 | NCAR/EOL
T-28 | 98.001 | Detwiler/SDSMT
T-28 | 98.002 | Detwiler/SDSMT
T-28 | 98.003 | Detwiler/SDSMT
T-28 | 98.004 | Detwiler/SDSMT
T-28 | 98.005 | Detwiler/SDSMT
T-28 | 98.006 | Detwiler/SDSMT
T-28 | 98.007 | Detwiler/SDSMT
T-28 | 98.008 | Detwiler/SDSMT
T-28 | 98.009 | Detwiler/SDSMT
T-28 | 98.010 | Detwiler/SDSMT
T-28 | 98.011 | Detwiler/SDSMT
T-28 | 98.012 | Detwiler/SDSMT
T-28 | 98.013 | Detwiler/SDSMT
T-28 | 98.014 | Detwiler/SDSMT
T-28 | 98.015 | NCDC
T-28 | 98.016 | NCDC
T-28 | 98.017 | NCDC
T-28 | 98.018 | NCDC
T-28 | 98.019 | NOAA/NSSL
T-28 | 98.020 | Detwiler/SDSMT
T-28 | 98.021 | Detwiler/SDSMT
T-28 | 98.022 | NCDC
T-28 | 98.023 | CSU/CHILL
T-28 | 98.024 | CSU/CHILL
T-28 | 98.025 | CSU/CHILL
T-28 | 98.026 | UND
T-28 | 98.027 | Detwiler/SDSMT
T-28 | 98.028 | Detwiler/SDSMT
T-28 | 98.029 | Detwiler/SDSMT
T-28 | 98.030 | Detwiler/SDSMT
T-PARC | 110.079 | NCAR/EOL
T-PARC | 110.080 | NCAR/EOL
T-PARC | 110.085 | NCAR/EOL
T-PARC | 110.091 | NCAR/EOL
T-PARC | 110.096 | NCAR/EOL
T-PARC | 110.102 | KMA
T-PARC | 110.106 | NRL
T-PARC | ML.1839 | NCAR/EOL
T-PARC | ML.1840 | NCAR/EOL
T-PARC | ML.1841 | DLR
T-PARC | ML.1842 | DLR
T-PARC | ML.1844 | NCAR/EOL
T-PARC | ML.1848 |
T-PARC | ML.1849 | SWA
T-PARC | ML.1851 | DLR
T-PARC | ML.1852 | U Hawaii
T-PARC | ML.1853 | JMA
T-PARC | ML.1854 | NCAR/EOL
T-PARC | ML.1856 | NCAR/EOL
T-PARC | ML.1857 | CIMSS
T-PARC | ML.1858 | NRL
T-PARC | ML.1859 | NTU
T-PARC | ML.1860 |
T-PARC | ML.1861 |
T-PARC | ML.1863 |
T-PARC | ML.1864 | JMA
T-PARC | ML.1865 |
T-PARC | ML.1866 |
T-PARC | ML.1867 |
T-PARC | ML.1868 | JMA
T-PARC | ML.1869 |
T-PARC | ML.1879 | CIMSS
T-PARC | ML.1881 | NOAA/CLASS
T-PARC | ML.1882 | NASA
T-PARC | ML.1883 | NRL
T-PARC | ML.1884 | NASA/JPL
T-PARC | ML.1885 | NOAA/CLASS
T-PARC | ML.1888 | NASA/GSFC
T-PARC | ML.1889 | NSIDC
T-PARC | ML.1890 | NRL
T-PARC | ML.1892 | NOAA/CLASS
T-PARC | ML.1893 | Colorado State University
T-PARC | ML.1894 | NASA/JPL
T-PARC | ML.1895 |
T-PARC | ML.1896 |
T-PARC | ML.1897 | NASA/JPL
T-PARC | ML.1898 |
T-PARC | ML.1899 | NCAR/CISL
T-PARC | ML.1900 | NOAA/NCDC
T-PARC | ML.1901 | JMA
T-PARC | ML.1902 | CWB
T-PARC | ML.1903 | NCAR/EOL
T-PARC | ML.1904 | NOAA/AOML
T-PARC | ML.1905 | JMA
T-PARC | ML.1906 | REMSS
T-PARC | ML.1907 | BMRC
T-PARC | ML.1908 | JTWC
T-PARC | ML.1909 | NCAR/EOL
T-PARC | ML.1910 | JTWC
T-PARC | ML.1911 | NRL
T-PARC | ML.1912 | NRL
T-PARC | ML.1913 | NRL
T-PARC | ML.1914 | NRL
T-PARC | ML.1915 | NRL
T-PARC | ML.1916 | CIMSS
T-PARC | ML.1917 | CIMSS
T-PARC | ML.1918 | CIMSS
T-PARC | ML.1919 | CIMSS
T-PARC | ML.1920 | CIMSS
T-PARC | ML.1921 | NCAR/EOL
T-PARC | ML.1922 | NCAR/EOL
T-PARC | ML.1923 | NCAR/EOL
T-PARC | ML.1924 | DLR
T-PARC | ML.1925 | DLR
T-PARC | ML.1926 | NCAR/EOL
T-PARC | ML.1927 | NCAR/EOL
T-PARC | ML.1929 | University at Albany
T-PARC | ML.1930 | NPS
T-PARC | ML.1931 | NPS
T-PARC | ML.1932 | NPS
T-PARC | ML.1933 | NRL
T-PARC | ML.1934 | NRL
T-PARC | ML.1935 | NRL
T-PARC | ML.1936 | NRL
T-PARC | ML.1937 | NRL
T-PARC | ML.1938 | NRL
T-PARC | ML.1939 | NRL
T-PARC | ML.1940 | NRL
T-PARC | ML.1941 | NRL
T-PARC | ML.1942 | NRL
T-PARC | ML.1943 | NRL
T-PARC | ML.1944 | IMK
T-PARC | ML.1945 | IMK
T-PARC | ML.1946 | NRL
T-PARC | ML.1947 | NOAA/NCEP
T-PARC | ML.1948 | NTU
T-PARC | ML.1949 | NOAA/NCEP
T-PARC | ML.1950 | ECMWF
T-PARC | ML.1951 | ECMWF
T-PARC | ML.1952 | ECMWF
T-PARC | ML.1953 | ECMWF
T-PARC | ML.1954 | UK MetOffice
T-PARC | ML.1955 | NCAR/CISL
T-PARC | ML.1956 | NCAR/EOL
T-PARC | ML.1957 | NCAR/EOL
T-PARC | ML.1958 | NCAR/EOL
T-PARC | ML.1959 | NCAR/EOL
T-PARC | ML.1960 | NCAR/EOL
T-PARC | ML.1961 | NOAA/ESRL
T-PARC | ML.1962 |
T-PARC | ML.1963 |
T-PARC | ML.1964 | NRL
T-PARC | ML.1966 | U. Miami
T-PARC | ML.1967 | UK Met Office
T-PARC | ML.1968 | Yonsei U.
T-PARC | ML.1969 | U. Washington/NCAR
T-PARC | ML.1970 | NOAC Yokosuka
T-PARC | ML.1971 | JMA
T-PARC | ML.1973 | NOAA/NDBC
T-PARC | ML.1974 |
T-PARC | ML.1975 | JMA
T-PARC | ML.1976 | JMA
T-PARC | ML.1977 | NOAA/PMEL
T-PARC | ML.1978 | JMA
T-PARC | ML.1979 | JMA
T-PARC | ML.1980 | JMA
T-PARC | ML.1981 | JMA
T-PARC | ML.1982 | JMA
T-PARC | ML.1983 | JMA
T-PARC | ML.1984 | JMA
T-PARC | ML.1985 | JMA
T-PARC | ML.1986 | JMA
T-PARC | ML.1988 | KMA
T-PARC | ML.1990 | KMA
T-PARC | ML.1992 | KMA
T-PARC | ML.1993 | NRL
T-PARC | ML.1994 | NRL
T-PARC | ML.1995 | JMA
T-PARC | ML.2040 | NOAA/NCDC
T-PARC | ML.2041 |
T-PARC | ML.2042 | NCAR/EOL
T-PARC | ML.2043 | Vaisala
T-PARC | ML.2044 | NCAR/CISL
T-PARC | ML.2045 | NRL
T-PARC | ML.2047 | NRL
T-PARC | ML.2048 | NRL
T-PARC | ML.2049 | NRL
T-PARC | ML.2050 | NCAR/EOL
T-PARC | ML.2051 | NCAR/EOL
T-PARC | ML.2056 | CIMSS
T-PARC | ML.2057 | CIMSS
T-PARC | ML.2058 | CIMSS
T-PARC | ML.2059 | CIMSS
T-PARC | ML.2060 | CIMSS
T-PARC | ML.2063 | NRL
T-PARC | ML.2064 | NRL
T-PARC | ML.2065 | CIMSS
T-PARC | ML.2114 | CIMSS
T-PARC | ML.2140 | NCAR/EOL
T-PARC | ML.2156 | DLR
T-PARC | ML.2280 | NRL
T-PARC | ML.2342 | IMK
T-PARC | ML.2343 | IMK
T-PARC | ML.2344 | NOAA/NCEP
T-PARC | ML.2345 | IMK
T-PARC | ML.2346 | NRL
T-PARC | ML.2352 | NOAA/NCEP
T-PARC | ML.2353 | ECMWF
T-PARC | ML.2354 | NRL
T-PARC | ML.2355 | NRL
T-PARC | ML.2356 | NRL
T-PARC | ML.2357 | NRL
T-PARC | ML.2358 | ECMWF
T-PARC | ML.2359 | ECMWF
T-PARC | ML.2360 | ECMWF
T-PARC | ML.2361 | ECMWF
T-PARC | ML.2378 | JMA
T-PARC | ML.2379 | JMA
T-PARC | ML.2380 | JMA
T-PARC | ML.2381 | JMA
T-PARC | ML.2382 | JMA
T-PARC | ML.2385 | JMA
T-PARC | ML.2386 | JMA
T-PARC | ML.2387 | JMA
T-PARC | ML.2388 | JMA
T-PARC | ML.2389 | JMA
T-PARC | ML.2390 | JMA
T-PARC | ML.2391 | JMA
T-PARC | ML.2392 | JMA
T-PARC | ML.2393 | JMA
T-PARC | ML.2394 | JMA
T-PARC | ML.2395 | JMA
T-PARC | ML.2396 | JMA
T-PARC | ML.2397 | JMA
T-PARC | ML.2398 | JMA
T-PARC | ML.2399 | JMA
T-PARC | ML.2400 | JMA
T-PARC | ML.2401 | JMA
T-PARC | ML.2402 | JMA
T-PARC | ML.2403 | JMA
T-PARC | ML.2404 | JMA
T-PARC | ML.2405 | JMA
T-PARC | ML.2406 | NCAR/EOL
T-PARC | ML.2407 | JMA
T-PARC | ML.2408 | JMA
T-PARC | ML.2613 | CIMSS
T-PARC | ML.2799 | IMK
T-PARC | ML.2800 | IMK
T-PARC | ML.2801 | IMK
T-PARC | ML.2802 | IMK
T-PARC | ML.2841 | CIMSS
T-PARC | ML.2884 | KMA
T-PARC | ML.2885 | KMA
T-PARC | ML.2886 | NCAR/EOL
T-PARC | ML.2916 | NCAR/EOL
T-PARC | ML.2917 | JMA
T-PARC | ML.2918 | JMA
T-PARC | ML.3341 | NCAR/EOL
T-PARC | ML.3342 | NCAR/EOL
T-PARC | ML.3424 | CSU/CIRA
T-REX | 100.001 | /NCAR-EOL
T-REX | 100.003 | NCAR/EOL
T-REX | 100.004 | NCAR/EOL
T-REX | 100.012 | /NCAR-EOL
T-REX | 100.013 | /NCAR-EOL
T-REX | 21.004 | /NCAR-EOL
T-REX | 21.005 | /NCAR-EOL
T-REX | 21.009 | /NCAR-EOL
T-REX | 21.087 | /NCAR-EOL
T-REX | 21.088 | /NCAR-EOL
T-REX | 21.089 | /NCAR-EOL
T-REX | 21.090 | /NCAR-EOL
T-REX | 21.091 | NCAR/EOL
T-REX | 21.092 | /NCAR-EOL
T-REX | 85.068 | NCAR/EOL
T-REX | 92.001 |
T-REX | 92.002 | NCAR/EOL
T-REX | 92.003 | NCAR/EOL
T-REX | 92.0041 | NCAR/EOL
T-REX | 92.005 | U. Utah
T-REX | 92.006 | NCAR/EOL
T-REX | 92.007 | NAVAIRWD China Lake
T-REX | 92.008 | NCAR/EOL
T-REX | 92.009 | NCAR/EOL
T-REX | 92.010 | NCAR/EOL
T-REX | 92.0111 | NCAR/EOL
T-REX | 92.0112 | NCAR/EOL
T-REX | 92.012 | NCAR/ACD
T-REX | 92.013 | NAVAIRWD China Lake
T-REX | 92.015 | NAVAIRWD China Lake
T-REX | 92.016 | NCAR/EOL
T-REX | 92.017 | UWY
T-REX | 92.018 | UWY
T-REX | 92.019 | DLR
T-REX | 92.020 | ASU
T-REX | 92.021 |
T-REX | 92.022 |
T-REX | 92.024 | ASU
T-REX | 92.025 | Yale
T-REX | 92.026 | NCAR/EOL
T-REX | 92.029 | NCAR/EOL
T-REX | 92.036 | NCAR/EOL
T-REX | 92.044 | NCAR/EOL
T-REX | 92.045 | NCAR/EOL
T-REX | 92.046 | UK Met Office
T-REX | 92.047 | NCAR/EOL
T-REX | 92.048 | AFRL
T-REX | 92.051 | NCAR/EOL
T-REX | 92.060 | DLR
T-REX | 92.063 | NOAA/CLASS
T-REX | 92.064 | IPS Meteostar
T-REX | 92.065 | NCAR/EOL
T-REX | 92.066 | NCAR/EOL
T-REX | 92.067 | ASU
T-REX | 92.068 | NCAR/EOL
T-REX | 92.069 | DRI
T-REX | 92.070 |
T-REX | 92.071 |
T-REX | 92.072 | U. Leeds
T-REX | 92.073 |
T-REX | 92.074 |
T-REX | 92.075 |
T-REX | 92.076 |
T-REX | 92.077 |
T-REX | 92.078 |
T-REX | 92.079 |
T-REX | 92.080 |
T-REX | 92.081 | U. Houston
T-REX | 92.082 | UC
T-REX | 92.083 |
T-REX | 92.084 |
T-REX | 92.085 |
T-REX | 92.086 | NCAR/EOL
T-REX | 92.087 | AFWA
T-REX | 92.088 | Whiteman
T-REX | 92.089 | NCAR/EOL
T-REX | 92.090 |
T-REX | 92.091 |
T-REX | 92.092 | DRI
T-REX | 92.093 |
T-REX | 92.094 | AFRL
T-REX | 92.095 | AFRL
T-REX | 92.096 | NCAR/EOL
T-REX | 92.097 | NCAR/EOL
T-REX | 92.098 | NCDC
T-REX | 92.099 | NCDC
T-REX | 92.100 | NCDC
T-REX | 92.101 | UC Berkeley
T-REX | 92.102 | U. Innsbruck
T-REX | 92.103 | U. Houston
T-REX | 92.104 | NCAR/EOL
T-REX | 92.105 | NCAR/EOL
T-REX | 92.106 | NCAR/EOL
T-REX | 92.107 | NCAR/EOL
T-REX | 92.108 | NCAR/EOL
T-REX | 92.109 | EOL
T-REX | 92.110 | EOL
T-REX | 92.111 | EOL
T-REX | 92.112 | NCAR/EOL
T-REX | 92.113 | NCAR/EOL
T-REX | 92.114 | NCAR/EOL
T-REX | 92.115 | NCAR/EOL
T-REX | 92.116 | NCAR/EOL
T-REX | 92.117 | NCAR/EOL
T-REX | 92.118 | NCAR/EOL
T-REX | 92.119 |
T-REX | 92.120 | NCAR/EOL
T-REX | 92.121 | NCAR/EOL
T-REX | 92.122 | NCAR/EOL
T-REX | 92.123 | UWY
T-REX | 92.124 | NCAR/EOL
T-REX | ML.1479 | NWS Las Vegas
T-REX | ML.1480 | ARL
T-REX | ML.1481 | UK Met Office
T-REX | ML.818 |
T-REX | ML.821 | ASU
T-REX | ML.822 | ASU
T-REX | ML.823 | USGS
T-REX | ML.828 | CIMIS
T-REX | ML.833 | NOAA/NSIDC
T-REX | ML.834 | DRI
T-REX | ML.837 | NCAR/SCD
T-REX | ML.838 | DLR
T-REX | ML.839 | EDC
T-REX | ML.840 | EDC
T-REX | ML.841 |
T-REX | ML.842 | EDC
T-REX | ML.843 | NASA/LaRC
T-REX | ML.845 | NOAA/ESRL
T-REX | ML.848 | NCAR/EOL
T-REX | ML.850 | NOAA/FSL
T-REX | ML.852 | NASA/LaRC
T-REX | ML.853 | NCAR/EOL
T-REX | ML.857 | NCAR/EOL
T-REX | ML.859 | NCAR/EOL
T-REX | ML.863 | NCAR/EOL
T-REX | ML.865 | NCAR/EOL
T-REX | ML.867 | NCAR/EOL
T-REX | ML.871 | NCAR/SCD
T-REX | ML.872 | NCAR/SCD
T-REX | ML.877 | NCAR/EOL
T-REX | ML.878 | NCAR/EOL
T-REX | ML.879 |
T-REX | ML.880 | NRL
T-REX | ML.883 |
T-REX | ML.887 | NCAR/EOL
T-REX | ML.891 |
T-REX | ML.892 | NCAR/EOL
T-REX | ML.893 | NCAR/EOL
T-REX | ML.894 | NCAR/EOL
T-REX | ML.895 | NCAR/EOL
T-REX | ML.896 | NASA/LaRC
T-REX | ML.897 | NASA/LaRC
T-REX | ML.898 | NOAA/FSL
T-REX | ML.899 | NCRS
T-REX | ML.900 | NCRS
T-REX | ML.901 | PSU
T-REX | ML.902 | PSU
T-REX | ML.904 | UCAR/COSMIC
T-REX | ML.908 | NASA
T-REX | ML.909 | NASA
T-REX | ML.910 | NASA
T-REX | ML.911 | NASA/LaRC
T-REX | ML.912 | NASA
T-REX | ML.913 | NASA
T-REX | ML.914 | NASA/LaRC
T-REX | ML.915 | NASA
T-REX | ML.921 |
T-REX | ML.923 |
T-REX | ML.928 | U. Leeds
T-REX | ML.931 | NCDC
T-REX | ML.932 | NCDC
T-REX | ML.973 | NCAR/EOL
T-REX | ML.974 | NCAR/EOL
T-REX | ML.979 |
T-REX | ML.980 | NCAR/EOL
T-REX | ML.981 | NCAR/EOL
T-REX | ML.982 | U. Leeds
TIMREX | 119.001 | WenChau Lee, John Hubbert / NCAR
TIMREX | 119.002 | WenChau Lee, John Hubbert / NCAR
TIMREX | ML.2908 | WenChau Lee, Scott Ellis / NCAR
TIMREX | ML.2909 | WenChau Lee, Robert Rilling / NCAR
TIMREX | ML.2910 | Tammy Weckwerth, Ya-Chien Feng / NCAR
TIMREX | ML.2911 | WenChau Lee, John Hubbert / NCAR
TIMREX | ML.2912 | WenChau Lee, Robert Rilling / NCAR
TIMREX | ML.2913 | Hubbert, John, Michael Dixon / NCAR
TIMREX | ML.2914 | WenChau Lee, John Hubbert / NCAR
TIMREX | ML.3160 | Michael Dixon, John Hubbert/NCAR-EOL
TORERO | 100.009 | /NCAR-EOL
TORERO | 100.010 | /NCAR-EOL
TORERO | 100.011 | /NCAR-EOL
TORERO | 100.012 | /NCAR-EOL
TORERO | 352.002 | /NCAR-RAF
TORERO | 352.003 | Beaton/NCAR-RAF
TORERO | 352.004 | Beaton/NCAR-RAF
TORERO | 352.005 | Beaton/NCAR-RAF
TORERO | 352.006 | Beaton/NCAR-RAF
TORERO | 352.007 | /NCAR-RAF
TORERO | 352.008 | /NCAR-RAF
TORERO | 352.009 | /NCAR-EOL
TORERO | 352.010 | /NCAR-EOL
TORERO | 352.011 | /NCAR-EOL
TORERO | 352.012 | /NCAR-EOL
TORERO | 352.014 | /NCAR-EOL
TORERO | 352.015 | /NCAR-EOL
TORERO | 352.016 | /NCAR-EOL
TORERO | 352.017 | /NCAR-EOL
TORERO | 352.018 | /NCAR-EOL
TORERO | 352.019 | /NCAR-EOL
TORERO | 352.020 | /NCAR-EOL
TORERO | 352.021 | /NCAR-EOL
TORERO | 352.022 | /NCAR-EOL
TORERO | 352.023 | /NCAR-EOL
TORERO | 352.024 | /NCAR-EOL
TORERO | 352.025 | /NCAR-EOL
TORERO | 352.026 | /NCAR-EOL
TORERO | 352.027 | /NCAR-EOL
TORERO | 352.028 | /NCAR-EOL
TORERO | 352.029 | /NCAR-EOL
